"wnum"	"word"	"fnum"
"1022"	"菜"	"799"
"1023"	"菜"	"803"
"1024"	"菜"	"805"
"1025"	"菜"	"809"
"1026"	"菜"	"823"
"1027"	"菜"	"1141"
"1028"	"菜头"	"649"
"1029"	"菜子"	"756"
"1030"	"菜子油"	"756"
"1031"	"菜心"	"703"
"1032"	"菜心"	"720"
"1033"	"菜薹"	"678"
"1034"	"菜豆"	"460"
"1035"	"菜豆"	"470"
"1036"	"菜豆"	"672"
"1037"	"菜青"	"100"
"1038"	"菠"	"575"
"1039"	"菠萝"	"932"
"1040"	"菰"	"581"
"1041"	"菰"	"618"
"1042"	"萨"	"898"
"1043"	"萩"	"463"
"1044"	"落"	"648"
"1045"	"落花"	"441"
"1046"	"落花"	"767"
"1047"	"落花生"	"767"
"1048"	"葡萄"	"522"
"1049"	"葡萄"	"550"
"1050"	"葱"	"585"
"1051"	"葱"	"592"
"1052"	"葱"	"1094"
"1053"	"葵"	"648"
"1054"	"蒜"	"741"
"1055"	"蒜苗"	"740"
"1056"	"蒲"	"635"
"1057"	"蒸"	"808"
"1058"	"蒸鱼"	"368"
"1059"	"蒿子"	"651"
"1060"	"蓟"	"579"
"1061"	"蓬"	"613"
"1062"	"蔑"	"549"
"1063"	"蔬菜"	"939"
"1064"	"蕃"	"754"
"1065"	"蕈"	"660"
"1066"	"蕉"	"540"
"1067"	"蕉"	"559"
"1068"	"薏苡"	"24"
"1069"	"薯"	"2"
"1070"	"薯"	"29"
"1071"	"薯"	"129"
"1072"	"薯"	"130"
"1073"	"薯"	"133"
"1074"	"薯"	"819"
"1075"	"薯"	"920"
"1076"	"薯"	"1042"
"1077"	"薯"	"1075"
"1078"	"薯"	"1122"
"1079"	"薯"	"1125"
"1080"	"薯"	"1129"
"1081"	"薯"	"1130"
"1082"	"薯"	"1131"
"1083"	"薯"	"1136"
"1084"	"薯"	"1137"
"1085"	"薯"	"1139"
"1086"	"薯"	"1140"
"1087"	"薯条"	"1039"
"1088"	"薯片"	"907"
"1089"	"薯片"	"937"
"1090"	"薯片"	"938"
"1091"	"薯片"	"939"
"1092"	"薯片"	"1039"
"1093"	"薯片"	"1045"
"1094"	"薯蓣"	"20"
"1095"	"蘑菇"	"569"
"1096"	"蘑菇"	"698"
"1097"	"蘑菇"	"732"
"1098"	"蘑菇"	"745"
"1099"	"虫"	"1028"
"1100"	"虹"	"175"
"1101"	"虾"	"186"
"1102"	"虾皮"	"100"
"1103"	"虾蛄"	"212"
"1104"	"蛇"	"643"
"1105"	"蛋白"	"381"
"1106"	"蛋糕"	"979"
"1107"	"蛋糕"	"982"
"1108"	"蛋糕"	"1052"
"1109"	"蛙"	"226"
"1110"	"蛤"	"226"
"1111"	"蜜"	"521"
"1112"	"蜜桃"	"1046"
"1113"	"蝤"	"204"
"1114"	"螺丝"	"589"
"1115"	"螺丝"	"803"
"1116"	"蟒"	"38"
"1117"	"蟹"	"401"
"1118"	"血"	"27"
"1119"	"血红"	"586"
"1120"	"袖珍"	"662"
"1121"	"裤带"	"112"
"1122"	"裸"	"237"
"1123"	"西"	"1065"
"1124"	"西凉"	"102"
"1125"	"西红柿"	"277"
"1126"	"西红柿"	"507"
"1127"	"西红柿"	"764"
"1128"	"西谷"	"22"
"1129"	"西谷米"	"22"
"1130"	"观音"	"948"
"1131"	"角"	"444"
"1132"	"角"	"520"
"1133"	"角"	"920"
"1134"	"语"	"1042"
"1135"	"豆"	"65"
"1136"	"豆"	"431"
"1137"	"豆"	"432"
"1138"	"豆"	"444"
"1139"	"豆"	"450"
"1140"	"豆"	"454"
"1141"	"豆"	"457"
"1142"	"豆"	"461"
"1143"	"豆"	"463"
"1144"	"豆"	"464"
"1145"	"豆"	"466"
"1146"	"豆"	"467"
"1147"	"豆"	"472"
"1148"	"豆"	"474"
"1149"	"豆"	"476"
"1150"	"豆"	"479"
"1151"	"豆"	"480"
"1152"	"豆"	"493"
"1153"	"豆"	"495"
"1154"	"豆"	"496"
"1155"	"豆"	"629"
"1156"	"豆"	"643"
"1157"	"豆"	"858"
"1158"	"豆"	"860"
"1159"	"豆"	"870"
"1160"	"豆"	"909"
"1161"	"豆"	"1058"
"1162"	"豆丝"	"480"
"1163"	"豆丝"	"480"
"1164"	"豆丝"	"731"
"1165"	"豆子"	"438"
"1166"	"豆汁"	"863"
"1167"	"豆油"	"413"
"1168"	"豆浆"	"857"
"1169"	"豆腐"	"726"
"1170"	"豆荚"	"465"
"1171"	"豆蓉"	"457"
"1172"	"豆角"	"688"
"1173"	"豆饼"	"949"
"1174"	"豇豆"	"455"
"1175"	"豇豆"	"741"
"1176"	"豉"	"331"
"1177"	"豉"	"772"
"1178"	"豌豆"	"435"
"1179"	"豌豆"	"465"
"1180"	"豌豆荚"	"465"
"1181"	"象牙"	"561"
"1182"	"贡"	"594"
"1183"	"贡"	"647"
"1184"	"赤"	"175"
"1185"	"赤小豆"	"7"
"1186"	"赤小豆"	"457"
"1187"	"越南"	"115"
"1188"	"足"	"401"
"1189"	"车"	"563"
"1190"	"车"	"757"
"1191"	"轮"	"426"
"1192"	"软"	"435"
"1193"	"软糖"	"900"
"1194"	"轻"	"1024"
"1195"	"轻"	"1061"
"1196"	"辣"	"870"
"1197"	"辣"	"930"
"1198"	"辣子"	"813"
"1199"	"达"	"596"
"1200"	"迈"	"572"
"1201"	"迷彩"	"524"
"1202"	"通"	"621"
"1203"	"酒"	"786"
"1204"	"酒"	"852"
"1205"	"酒"	"962"
"1206"	"酒"	"1022"
"1207"	"酒"	"1027"
"1208"	"酒"	"1032"
"1209"	"酒酿"	"884"
"1210"	"酥"	"58"
"1211"	"酥"	"1094"
"1212"	"酥"	"1139"
"1213"	"酱"	"797"
"1214"	"酱油"	"795"
"1215"	"酱油"	"796"
"1216"	"酷"	"927"
"1217"	"酸"	"387"
"1218"	"酸浆"	"513"
"1219"	"酸浆"	"595"
"1220"	"醋"	"780"
"1221"	"醋"	"786"
"1222"	"醴"	"875"
"1223"	"释迦"	"551"
"1224"	"里"	"561"
"1225"	"里脊"	"176"
"1226"	"里脊"	"221"
"1227"	"重"	"572"
"1228"	"野"	"637"
"1229"	"量"	"162"
"1230"	"金"	"909"
"1231"	"金"	"909"
"1232"	"金"	"909"
"1233"	"金"	"948"
"1234"	"金不换"	"781"
"1235"	"金色"	"1061"
"1236"	"金药"	"605"
"1237"	"金针"	"733"
"1238"	"金针菇"	"733"
"1239"	"针"	"162"
"1240"	"针"	"189"
"1241"	"铁"	"836"
"1242"	"铁"	"1110"
"1243"	"银子"	"948"
"1244"	"银子"	"948"
"1245"	"锅贴"	"283"
"1246"	"长"	"177"
"1247"	"长"	"226"
"1248"	"陕西"	"102"
"1249"	"雪"	"197"
"1250"	"雪"	"948"
"1251"	"雪"	"1042"
"1252"	"雪"	"1061"
"1253"	"雪莲"	"25"
"1254"	"雪莲子"	"25"
"1255"	"雪里蕻"	"804"
"1256"	"雪里蕻"	"810"
"1257"	"露"	"514"
"1258"	"露露"	"527"
"1259"	"霸"	"897"
"1260"	"霸气"	"864"
"1261"	"霸气"	"864"
"1262"	"霸气"	"1046"
"1263"	"霸气"	"1065"
"1264"	"霸王"	"956"
"1265"	"霸王"	"1068"
"1266"	"青"	"224"
"1267"	"青"	"226"
"1268"	"青"	"491"
"1269"	"青"	"568"
"1270"	"青"	"841"
"1271"	"青"	"955"
"1272"	"青"	"1023"
"1273"	"青果"	"512"
"1274"	"青梅"	"1022"
"1275"	"青皮"	"215"
"1276"	"青菜"	"100"
"1277"	"青菜"	"106"
"1278"	"青菜"	"744"
"1279"	"青菜"	"1020"
"1280"	"青蛙"	"226"
"1281"	"面"	"100"
"1282"	"面"	"112"
"1283"	"面"	"117"
"1284"	"面包"	"1073"
"1285"	"面包"	"1125"
"1286"	"韩"	"683"
"1287"	"颜悦色"	"816"
"1288"	"颜悦色"	"829"
"1289"	"颜悦色"	"873"
"1290"	"颜悦色"	"930"
"1291"	"颜悦色"	"950"
"1292"	"颜悦色"	"1028"
"1293"	"颜悦色"	"1029"
"1294"	"颜悦色"	"1033"
"1295"	"颜悦色"	"1084"
"1296"	"颜悦色"	"1093"
"1297"	"颜悦色"	"1113"
"1298"	"风味"	"1025"
"1299"	"饭"	"455"
"1300"	"饭"	"554"
"1301"	"饮料"	"932"
"1302"	"饮料"	"1025"
"1303"	"饺"	"58"
"1304"	"饺"	"103"
"1305"	"饺"	"416"
"1306"	"饺子"	"34"
"1307"	"饼"	"54"
"1308"	"饼"	"75"
"1309"	"饼"	"989"
"1310"	"饼"	"1075"
"1311"	"饼子"	"1098"
"1312"	"饼干"	"1035"
"1313"	"馅饼"	"1136"
"1314"	"馍"	"37"
"1315"	"馍"	"64"
"1316"	"馒头"	"123"
"1317"	"馒头"	"123"
"1318"	"馒头"	"130"
"1319"	"香"	"438"
"1320"	"香"	"769"
"1321"	"香果"	"541"
"1322"	"香榧"	"558"
"1323"	"香瓜"	"544"
"1324"	"香脆"	"870"
"1325"	"香菇"	"698"
"1326"	"香菇"	"733"
"1327"	"香菇"	"744"
"1328"	"马"	"138"
"1329"	"马"	"250"
"1330"	"马"	"627"
"1331"	"马蹄"	"580"
"1332"	"骨"	"143"
"1333"	"骨"	"296"
"1334"	"骨头"	"245"
"1335"	"魔芋"	"68"
"1336"	"鰤"	"171"
"1337"	"鱼"	"137"
"1338"	"鱼"	"139"
"1339"	"鱼"	"143"
"1340"	"鱼"	"145"
"1341"	"鱼"	"146"
"1342"	"鱼"	"151"
"1343"	"鱼"	"161"
"1344"	"鱼"	"162"
"1345"	"鱼"	"167"
"1346"	"鱼"	"168"
"1347"	"鱼"	"170"
"1348"	"鱼"	"171"
"1349"	"鱼"	"172"
"1350"	"鱼"	"177"
"1351"	"鱼"	"178"
"1352"	"鱼"	"187"
"1353"	"鱼"	"189"
"1354"	"鱼"	"190"
"1355"	"鱼"	"191"
"1356"	"鱼"	"193"
"1357"	"鱼"	"194"
"1358"	"鱼"	"215"
"1359"	"鱼"	"217"
"1360"	"鱼"	"218"
"1361"	"鱼"	"219"
"1362"	"鱼"	"224"
"1363"	"鱼"	"226"
"1364"	"鱼"	"226"
"1365"	"鱼"	"226"
"1366"	"鱼"	"236"
"1367"	"鱼"	"237"
"1368"	"鱼"	"250"
"1369"	"鱼"	"279"
"1370"	"鱼"	"283"
"1371"	"鱼"	"387"
"1372"	"鱼"	"417"
"1373"	"鱼"	"419"
"1374"	"鱼"	"426"
"1375"	"鱼"	"797"
"1376"	"鱼"	"945"
"1377"	"鱼"	"1101"
"1378"	"鱼丸"	"418"
"1379"	"鱼丸子"	"418"
"1380"	"鱼皮"	"416"
"1381"	"鱼肉"	"244"
"1382"	"鱼酱"	"795"
"1383"	"鱼酱"	"796"
"1384"	"鱿鱼"	"147"
"1385"	"鲇"	"205"
"1386"	"鲈"	"198"
"1387"	"鲍"	"888"
"1388"	"鲐"	"224"
"1389"	"鲚"	"187"
"1390"	"鲜"	"480"
"1391"	"鲜菇"	"570"
"1392"	"鲩"	"150"
"1393"	"鲩"	"151"
"1394"	"鲫"	"188"
"1395"	"鲮"	"197"
"1396"	"鲳"	"152"
"1397"	"鳃"	"217"
"1398"	"鳆"	"145"
"1399"	"鳊"	"148"
"1400"	"鳕"	"229"
"1401"	"鳝"	"260"
"1402"	"鳝"	"261"
"1403"	"鳞"	"606"
"1404"	"鸟蛋"	"136"
"1405"	"鸡"	"180"
"1406"	"鸡"	"185"
"1407"	"鸡"	"226"
"1408"	"鸡"	"258"
"1409"	"鸡"	"320"
"1410"	"鸡"	"413"
"1411"	"鸡"	"469"
"1412"	"鸡"	"607"
"1413"	"鸡"	"608"
"1414"	"鸡块"	"300"
"1415"	"鸡块"	"319"
"1416"	"鸡块"	"330"
"1417"	"鸡头"	"17"
"1418"	"鸡头"	"18"
"1419"	"鸡头米"	"17"
"1420"	"鸡头米"	"18"
"1421"	"鸡汤"	"399"
"1422"	"鸡肉"	"183"
"1423"	"鸡脚"	"636"
"1424"	"鸡腿"	"184"
"1425"	"鸡腿"	"216"
"1426"	"鸡腿"	"733"
"1427"	"鸡腿肉"	"184"
"1428"	"鸡腿菇"	"733"
"1429"	"鸡蛋"	"37"
"1430"	"鸡蛋"	"381"
"1431"	"鸡蛋"	"505"
"1432"	"鸡蛋"	"718"
"1433"	"鸡蛋"	"723"
"1434"	"鸭"	"231"
"1435"	"鸭"	"1083"
"1436"	"鸭子"	"232"
"1437"	"鸭掌"	"290"
"1438"	"鸭肉"	"233"
"1439"	"鸭肉"	"276"
"1440"	"鸽"	"106"
"1441"	"鹑"	"136"
"1442"	"麦"	"857"
"1443"	"麦当劳"	"1075"
"1444"	"麻"	"327"
"1445"	"麻油"	"766"
"1446"	"黄"	"178"
"1447"	"黄"	"518"
"1448"	"黄"	"897"
"1449"	"黄牛"	"176"
"1450"	"黄牛"	"400"
"1451"	"黄秋葵"	"640"
"1452"	"黄秋葵"	"641"
"1453"	"黄花"	"617"
"1454"	"黄花菜"	"617"
"1455"	"黄金"	"58"
"1456"	"黑"	"437"
"1457"	"黑"	"1063"
"1458"	"黑头"	"577"
"1459"	"黑椒"	"287"
"1460"	"黑米"	"54"
"1461"	"黑米"	"55"
"1462"	"黑米"	"123"
"1463"	"黑莓"	"927"
"1464"	"黑豆"	"884"
"1465"	"黑鱼"	"278"
"1466"	"黑鲷"	"158"
"1467"	"鼠"	"639"
"1468"	"齿"	"627"
"1469"	"龙"	"219"
"1470"	"龙井"	"258"
"1471"	"龙井茶"	"258"
"1472"	"龙头"	"620"
"1473"	"龙门"	"194"
"1474"	"龙须"	"591"
"1475"	"龙须菜"	"591"
